import time: self [us] | cumulative | imported package
import time:      2650 |       2650 |                         PIL.MspImagePlugin
import time:      2614 |       2614 |                         PIL.PalmImagePlugin
import time:      1245 |       1245 |                         PIL.PcdImagePlugin
import time:     52975 |      52975 |                           PIL.PdfParser
import time:      1043 |      54018 |                         PIL.PdfImagePlugin
import time:       799 |        799 |                         PIL.PixarImagePlugin
import time:      1370 |       1370 |                         PIL.PpmImagePlugin
import time:      2860 |       2860 |                         PIL.PsdImagePlugin
import time:      1054 |       1054 |                         PIL.QoiImagePlugin
import time:       803 |        803 |                         PIL.SgiImagePlugin
import time:      1489 |       1489 |                         PIL.SpiderImagePlugin
import time:       811 |        811 |                         PIL.SunImagePlugin
import time:       706 |        706 |                         PIL.TgaImagePlugin
import time:      4118 |       4118 |                           PIL._webp
import time:      1543 |       5660 |                         PIL.WebPImagePlugin
import time:      1756 |       1756 |                         PIL.WmfImagePlugin
import time:      3679 |       3679 |                         PIL.XbmImagePlugin
import time:      1436 |       1436 |                         PIL.XpmImagePlugin
import time:      2080 |       2080 |                         PIL.XVThumbImagePlugin
import time:     50950 |    2103331 |                       gradio.components.annotated_image
import time:    148234 |     148234 |                       gradio.components.audio
import time:     34311 |      34311 |                       gradio.components.browser_state
import time:     31800 |      31800 |                       gradio.components.button
import time:    176534 |     176534 |                       gradio.components.chatbot
import time:     45845 |      45845 |                       gradio.components.checkbox
import time:     52056 |      52056 |                       gradio.components.checkboxgroup
import time:     26607 |      26607 |                       gradio.components.clear_button
import time:     55140 |      55140 |                       gradio.components.code
import time:     59867 |      59867 |                       gradio.components.color_picker
import time:    105492 |     105492 |                       gradio.components.dataframe
import time:     58225 |      58225 |                       gradio.components.dataset
import time:      1001 |       1001 |                           pytz.exceptions
import time:      1044 |       1044 |                           pytz.lazy
import time:      1335 |       1335 |                           pytz.tzinfo
import time:       814 |        814 |                           pytz.tzfile
import time:      2822 |       7014 |                         pytz
import time:     42728 |      49741 |                       gradio.components.datetime
import time:     23867 |      23867 |                       gradio.components.deep_link_button
import time:     66915 |      66915 |                       gradio.components.dialogue
import time:     35126 |      35126 |                       gradio.components.download_button
import time:     78199 |      78199 |                       gradio.components.dropdown
import time:     22340 |      22340 |                       gradio.components.duplicate_button
import time:     21207 |      21207 |                       gradio.components.fallback
import time:     79124 |      79124 |                       gradio.components.file
import time:     46676 |      46676 |                       gradio.components.file_explorer
import time:    137642 |     137642 |                           gradio.components.image_editor
import time:      1484 |     139125 |                         gradio.image_utils
import time:     92526 |     231651 |                       gradio.components.gallery
import time:     52853 |      52853 |                       gradio.components.highlighted_text
import time:     39027 |      39027 |                       gradio.components.html
import time:     79415 |      79415 |                       gradio.components.image
import time:     81601 |      81601 |                       gradio.components.imageslider
import time:     34076 |      34076 |                       gradio.components.json_component
import time:     54075 |      54075 |                       gradio.components.label
import time:     29756 |      29756 |                       gradio.components.login_button
2026-05-14 17:07:53,167 INFO reachy_mini.media.camera_gstreamer:241 | Pipeline latency (live=True, min_latency=20000000, max_latency=1000000000)
import time:     51632 |      51632 |                       gradio.components.markdown
import time:     53026 |      53026 |                       gradio.components.model3d
import time:    103200 |     103200 |                         gradio.components.textbox
import time:    275701 |     378901 |                       gradio.components.multimodal_textbox
import time:    176580 |     176580 |                       gradio.components.native_plot
import time:     28750 |      28750 |                       gradio.components.navbar
import time:     67318 |      67318 |                       gradio.components.number
import time:     38413 |      38413 |                       gradio.components.paramviewer
import time:     41813 |      41813 |                       gradio.components.plot
import time:     50448 |      50448 |                       gradio.components.radio
import time:     50699 |      50699 |                       gradio.components.slider
import time:     28738 |      28738 |                       gradio.components.state
import time:     26582 |      26582 |                       gradio.components.timer
import time:     51477 |      51477 |                       gradio.components.upload_button
import time:      1996 |       1996 |                           ffmpy.ffmpy
import time:      2028 |       4024 |                         ffmpy
import time:    146083 |     150107 |                       gradio.components.video
import time:      3069 |    5120622 |                     gradio.components
import time:       151 |    5120773 |                   gradio.components.base
import time:     51426 |    5172199 |                 gradio._simple_templates.simpledropdown
import time:     43478 |      43478 |                 gradio._simple_templates.simpleimage
import time:     40753 |      40753 |                 gradio._simple_templates.simpletextbox
import time:      1412 |    5257840 |               gradio._simple_templates
import time:     27150 |      27150 |                   gradio.sketch.sketchbox
import time:      1346 |       1346 |                   gradio.sketch.utils
import time:      1647 |      30142 |                 gradio.sketch.run
import time:       802 |      30944 |               gradio.sketch
import time:    753890 |     753890 |               gradio.templates
import time:       649 |        649 |                 mcp
import time:      3959 |       4608 |               gradio.mcp
import time:     32967 |      32967 |               gradio.chat_interface
import time:      1158 |       1158 |                     typer.colors
import time:      1403 |       1403 |                       typer._types
import time:      1169 |       1169 |                       typer._typing
import time:      1784 |       1784 |                           click.shell_completion
import time:      1038 |       1038 |                               shellingham._core
import time:       688 |       1726 |                             shellingham
import time:      1988 |       3713 |                           typer._completion_shared
import time:      1345 |       6841 |                         typer._completion_classes
import time:      3016 |       3016 |                         typer.models
import time:      5996 |       5996 |                         typer.params
import time:      1489 |       1489 |                         typer.utils
import time:      2056 |      19396 |                       typer.completion
import time:      2963 |       2963 |                       typer.core
import time:      5461 |      30389 |                     typer.main
import time:      1083 |      32629 |                   typer
import time:      2405 |       2405 |                     gradio_client.cli.deploy_discord
import time:      1647 |       4051 |                   gradio_client.cli
import time:      1949 |       1949 |                                     packaging._elffile
import time:      1955 |       3903 |                                   packaging._manylinux
import time:      1879 |       1879 |                                   packaging._musllinux
import time:      2638 |       8419 |                                 packaging.tags
import time:      3749 |      12167 |                               packaging.utils
import time:     17562 |      29729 |                             packaging.specifiers
import time:     23750 |      53479 |                           packaging._tokenizer
import time:      3242 |      56720 |                         packaging._parser
import time:      4280 |       4280 |                         packaging.markers
import time:      1323 |      62323 |                       packaging.requirements
import time:       768 |      63091 |                     gradio.cli.commands.cli_env_info
import time:       873 |        873 |                                 tomlkit._compat
import time:      7686 |       8558 |                               tomlkit._utils
import time:      2099 |       2099 |                                 tomlkit._types
import time:      3630 |       3630 |                                 tomlkit.exceptions
import time:     11384 |      11384 |                                 tomlkit.items
import time:      3036 |      20148 |                               tomlkit.container
import time:       987 |        987 |                                   tomlkit.toml_char
import time:      3222 |       4209 |                                 tomlkit.source
import time:      1321 |       1321 |                                 tomlkit.toml_document
import time:      4727 |      10255 |                               tomlkit.parser
import time:      1233 |      40193 |                             tomlkit.api
import time:       736 |      40928 |                           tomlkit
import time:      1582 |       1582 |                           gradio.cli.commands.components._docs_utils
import time:      2345 |       2345 |                               rich.panel
import time:       851 |       3196 |                             gradio.cli.commands.display
import time:       843 |        843 |                             gradio.cli.commands.components._docs_assets
import time:       988 |       5026 |                           gradio.cli.commands.components.docs
import time:       773 |        773 |                           gradio.cli.commands.components.install_component
import time:       957 |      49264 |                         gradio.cli.commands.components.build
import time:      2614 |       2614 |                           rich.prompt
import time:     11669 |      11669 |                           gradio.cli.commands.components._create_utils
import time:      1560 |      15843 |                         gradio.cli.commands.components.create
import time:      1421 |       1421 |                         gradio.cli.commands.components.dev
import time:      1019 |       1019 |                         gradio.cli.commands.components.publish
import time:       912 |        912 |                         gradio.cli.commands.components.show
import time:      1012 |      69468 |                       gradio.cli.commands.components.app
import time:      1678 |      71145 |                     gradio.cli.commands.components
import time:      1659 |       1659 |                     gradio.cli.commands.deploy_space
import time:       947 |        947 |                       getpass
import time:      1746 |       2692 |                     gradio.cli.commands.hf_login
import time:      3230 |       3230 |                               huggingface_hub.inference._generated.types.base
import time:      7262 |      10491 |                             huggingface_hub.inference._generated.types.audio_classification
import time:      6153 |       6153 |                             huggingface_hub.inference._generated.types.audio_to_audio
import time:     11801 |      11801 |                             huggingface_hub.inference._generated.types.automatic_speech_recognition
import time:     73859 |      73859 |                             huggingface_hub.inference._generated.types.chat_completion
import time:      5497 |       5497 |                             huggingface_hub.inference._generated.types.depth_estimation
import time:     10744 |      10744 |                             huggingface_hub.inference._generated.types.document_question_answering
import time:      3458 |       3458 |                             huggingface_hub.inference._generated.types.feature_extraction
import time:      7001 |       7001 |                             huggingface_hub.inference._generated.types.fill_mask
import time:      7628 |       7628 |                             huggingface_hub.inference._generated.types.image_classification
import time:      5786 |       5786 |                             huggingface_hub.inference._generated.types.image_segmentation
import time:      9742 |       9742 |                             huggingface_hub.inference._generated.types.image_text_to_image
import time:      8817 |       8817 |                             huggingface_hub.inference._generated.types.image_text_to_video
import time:      8418 |       8418 |                             huggingface_hub.inference._generated.types.image_to_image
import time:     10908 |      10908 |                             huggingface_hub.inference._generated.types.image_to_text
import time:      9234 |       9234 |                             huggingface_hub.inference._generated.types.image_to_video
import time:      9488 |       9488 |                             huggingface_hub.inference._generated.types.object_detection
import time:      8452 |       8452 |                             huggingface_hub.inference._generated.types.question_answering
import time:      5808 |       5808 |                             huggingface_hub.inference._generated.types.sentence_similarity
import time:      6147 |       6147 |                             huggingface_hub.inference._generated.types.summarization
import time:      8584 |       8584 |                             huggingface_hub.inference._generated.types.table_question_answering
import time:      6861 |       6861 |                             huggingface_hub.inference._generated.types.text2text_generation
import time:      5437 |       5437 |                             huggingface_hub.inference._generated.types.text_classification
import time:     30885 |      30885 |                             huggingface_hub.inference._generated.types.text_generation
import time:     10227 |      10227 |                             huggingface_hub.inference._generated.types.text_to_audio
import time:      6558 |       6558 |                             huggingface_hub.inference._generated.types.text_to_image
import time:     11076 |      11076 |                             huggingface_hub.inference._generated.types.text_to_speech
import time:      6912 |       6912 |                             huggingface_hub.inference._generated.types.text_to_video
import time:      8463 |       8463 |                             huggingface_hub.inference._generated.types.token_classification
import time:      6343 |       6343 |                             huggingface_hub.inference._generated.types.translation
import time:      7712 |       7712 |                             huggingface_hub.inference._generated.types.video_classification
import time:      7978 |       7978 |                             huggingface_hub.inference._generated.types.visual_question_answering
import time:      5281 |       5281 |                             huggingface_hub.inference._generated.types.zero_shot_classification
import time:      6749 |       6749 |                             huggingface_hub.inference._generated.types.zero_shot_image_classification
import time:      7898 |       7898 |                             huggingface_hub.inference._generated.types.zero_shot_object_detection
import time:      6266 |       6266 |                             huggingface_hub.inference._common
import time:      2423 |       2423 |                                 huggingface_hub.inference._providers._common
import time:      1267 |       3689 |                               huggingface_hub.inference._providers.featherless_ai
import time:      1520 |       1520 |                               huggingface_hub.inference._providers.black_forest_labs
import time:       746 |        746 |                               huggingface_hub.inference._providers.cerebras
import time:       531 |        531 |                               huggingface_hub.inference._providers.clarifai
import time:       774 |        774 |                               huggingface_hub.inference._providers.cohere
import time:      2554 |       2554 |                               huggingface_hub.inference._providers.fal_ai
import time:       772 |        772 |                               huggingface_hub.inference._providers.fireworks_ai
import time:       498 |        498 |                               huggingface_hub.inference._providers.groq
import time:      1547 |       1547 |                               huggingface_hub.inference._providers.hf_inference
import time:       828 |        828 |                               huggingface_hub.inference._providers.hyperbolic
import time:      1139 |       1139 |                               huggingface_hub.inference._providers.nebius
import time:       777 |        777 |                               huggingface_hub.inference._providers.novita
import time:       663 |        663 |                               huggingface_hub.inference._providers.nscale
import time:       469 |        469 |                               huggingface_hub.inference._providers.openai
import time:       368 |        368 |                               huggingface_hub.inference._providers.ovhcloud
import time:       501 |        501 |                               huggingface_hub.inference._providers.publicai
import time:       948 |        948 |                               huggingface_hub.inference._providers.replicate
import time:       934 |        934 |                               huggingface_hub.inference._providers.sambanova
import time:      1139 |       1139 |                               huggingface_hub.inference._providers.scaleway
import time:      1007 |       1007 |                               huggingface_hub.inference._providers.together
import time:      1465 |       1465 |                               huggingface_hub.inference._providers.wavespeed
import time:       810 |        810 |                               huggingface_hub.inference._providers.zai_org
import time:      4680 |      28346 |                             huggingface_hub.inference._providers
import time:     24702 |     415694 |                           gradio.external_utils
import time:      1811 |     417504 |                         gradio.external
import time:       995 |     418499 |                       gradio.cli.commands.load_chat
import time:       798 |     419296 |                     gradio.cli.commands.load
import time:      2792 |       2792 |                     gradio.cli.commands.reload
import time:       813 |        813 |                     gradio.cli.commands.sketch
import time:       588 |        588 |                     gradio.cli.commands.upload_mcp
import time:      1046 |     563117 |                   gradio.cli.commands
import time:      1061 |     600856 |                 gradio.cli.cli
import time:       703 |     601558 |               gradio.cli
import time:      1109 |       1109 |                   gradio.pipelines_utils
import time:      1047 |       2155 |                 gradio.pipelines
import time:     48286 |      50441 |               gradio.interface
import time:       423 |        423 |                     IPython
import time:        97 |        519 |                   IPython.core
import time:       119 |        638 |                 IPython.core.magic
import time:      1244 |       1882 |               gradio.ipython_ext
import time:       852 |        852 |               gradio.media
import time:      1293 |       1293 |               gradio.renderable
import time:      4218 |    6740488 |             gradio
import time:       124 |    6740612 |           gradio.data_classes
import time:     10343 |    7012070 |         fastrtc.utils
import time:      1012 |    7013082 |       fastrtc.pause_detection.protocol
import time:      4235 |       4235 |       fastrtc.pause_detection.silero
import time:       729 |    7018045 |     fastrtc.pause_detection
import time:      9117 |       9117 |           aiortc.exceptions
import time:      2002 |       2002 |                 pyee.base
import time:       920 |       2921 |               pyee
import time:      1046 |       3967 |             pyee.asyncio
import time:      1519 |       5486 |           aiortc.mediastreams
import time:      4677 |       4677 |           aiortc.rtcconfiguration
import time:       502 |        502 |                   google_crc32c.__config__
import time:      1246 |       1246 |                   google_crc32c._crc32c
import time:       921 |        921 |                   google_crc32c._checksum
import time:       854 |       3521 |                 google_crc32c.cext
import time:       923 |       4444 |               google_crc32c
import time:      2843 |       2843 |                     _cffi_backend
import time:      9283 |      12125 |                   pylibsrtp._binding
import time:     21808 |      33932 |                 pylibsrtp
import time:      2614 |       2614 |                   cryptography.utils
import time:       535 |        535 |                   cryptography.__about__
import time:      1127 |       4275 |                 cryptography
import time:       365 |        365 |                         cryptography.hazmat
import time:       520 |        884 |                       cryptography.hazmat.bindings
import time:     11692 |      12576 |                     cryptography.hazmat.bindings._rust
import time:      2018 |      14593 |                   cryptography.x509.certificate_transparency
import time:      1426 |       1426 |                       cryptography.hazmat.primitives
import time:      1932 |       1932 |                       cryptography.hazmat.primitives.hashes
import time:      2603 |       5961 |                     cryptography.hazmat._oid
import time:      1604 |       7564 |                   cryptography.x509.oid
import time:     35205 |      35205 |                       cryptography.x509.name
import time:      1308 |      36513 |                     cryptography.x509.general_name
import time:       659 |      37171 |                   cryptography.x509.verification
import time:       797 |        797 |                     cryptography.hazmat.primitives.asymmetric
import time:      1347 |       1347 |                       cryptography.hazmat.primitives._serialization
import time:       651 |        651 |                       cryptography.hazmat.primitives.asymmetric.utils
import time:      2019 |       4016 |                     cryptography.hazmat.primitives.asymmetric.dsa
import time:       868 |        868 |                       cryptography.exceptions
import time:      1953 |       2821 |                     cryptography.hazmat.primitives.asymmetric.ec
import time:      1173 |       1173 |                     cryptography.hazmat.primitives.asymmetric.ed448
import time:      1584 |       1584 |                     cryptography.hazmat.primitives.asymmetric.ed25519
import time:       917 |        917 |                       cryptography.hazmat.primitives._asymmetric
import time:      1877 |       1877 |                       cryptography.hazmat.primitives.asymmetric.rsa
import time:      1328 |       4121 |                     cryptography.hazmat.primitives.asymmetric.padding
import time:      1320 |       1320 |                     cryptography.hazmat.primitives.asymmetric.x448
import time:      1544 |       1544 |                     cryptography.hazmat.primitives.asymmetric.x25519
import time:       810 |        810 |                       cryptography.hazmat.primitives.asymmetric.dh
import time:      1402 |       1402 |                       cryptography.hazmat.primitives.asymmetric.mldsa
import time:      1803 |       1803 |                       cryptography.hazmat.primitives.asymmetric.mlkem
import time:      1525 |       5539 |                     cryptography.hazmat.primitives.asymmetric.types
import time:       596 |        596 |                       cryptography.hazmat.primitives.constant_time
import time:       742 |        742 |                         cryptography.hazmat.primitives.serialization.base
import time:      1511 |       1511 |                             cryptography.hazmat.primitives._cipheralgorithm
import time:      1158 |       1158 |                                     cryptography.hazmat.decrepit
import time:       784 |       1941 |                                   cryptography.hazmat.decrepit.ciphers
import time:      1290 |       1290 |                                   cryptography.hazmat.primitives._modes
import time:       931 |       4162 |                                 cryptography.hazmat.decrepit.ciphers.modes
import time:      1085 |       1085 |                                   cryptography.hazmat.decrepit.ciphers.algorithms
import time:      1055 |       2139 |                                 cryptography.hazmat.primitives.ciphers.algorithms
import time:      1218 |       7518 |                               cryptography.hazmat.primitives.ciphers.modes
import time:      3306 |      10823 |                             cryptography.hazmat.primitives.ciphers.base
import time:       743 |      13076 |                           cryptography.hazmat.primitives.ciphers
import time:       404 |        404 |                           bcrypt
import time:      8736 |      22216 |                         cryptography.hazmat.primitives.serialization.ssh
import time:      1244 |      24200 |                       cryptography.hazmat.primitives.serialization
import time:      9882 |      34677 |                     cryptography.x509.extensions
import time:      3503 |      61089 |                   cryptography.x509.base
import time:      1420 |     121836 |                 cryptography.x509
import time:      1341 |       1341 |                 cryptography.hazmat.backends
import time:       400 |        400 |                         cryptography.hazmat.bindings.openssl
import time:       942 |        942 |                         cryptography.hazmat.bindings.openssl._conditional
import time:     12053 |      13394 |                       cryptography.hazmat.bindings.openssl.binding
import time:      1156 |      14550 |                     OpenSSL._util
import time:      5707 |       5707 |                     OpenSSL.crypto
import time:      7103 |      27359 |                   OpenSSL.SSL
import time:      1280 |       1280 |                   OpenSSL.version
import time:       875 |      29513 |                 OpenSSL
import time:       954 |        954 |                 aiortc.clock
import time:     25675 |      25675 |                   aiortc.rtcrtpparameters
import time:     22408 |      48083 |                 aiortc.rtp
import time:      1289 |       1289 |                     aioice.candidate
import time:      2210 |       2210 |                         ifaddr._shared
import time:     12086 |      12086 |                         ifaddr._posix
import time:       981 |      15276 |                       ifaddr
import time:       661 |        661 |                             dns.version
import time:       681 |       1341 |                           dns
import time:       936 |       2276 |                         dns.exception
import time:      2095 |       2095 |                         dns.flags
import time:      2469 |       2469 |                             dns.enum
import time:       993 |        993 |                               dns.ipv4
import time:      2045 |       2045 |                               dns.ipv6
import time:      2160 |       5198 |                             dns.inet
import time:      1537 |       1537 |                               dns._features
import time:       859 |        859 |                                 dns._immutable_ctx
import time:      1664 |       2523 |                               dns.immutable
import time:      1545 |       1545 |                               dns.wire
import time:     10923 |      16525 |                             dns.name
import time:      2484 |       2484 |                               dns.rdataclass
import time:      5861 |       5861 |                               dns.rdatatype
import time:      1213 |       1213 |                                 dns.ttl
import time:      2447 |       3659 |                               dns.tokenizer
import time:      6225 |      18228 |                             dns.rdata
import time:      4554 |      46973 |                           dns.edns
import time:       861 |        861 |                           dns.entropy
import time:      2071 |       2071 |                           dns.opcode
import time:      2701 |       2701 |                           dns.rcode
import time:      1533 |       1533 |                               dns.rdtypes
import time:      1499 |       3031 |                             dns.rdtypes.ANY
import time:      2960 |       5991 |                           dns.rdtypes.ANY.OPT
import time:      4024 |       4024 |                           dns.rdtypes.ANY.SOA
import time:      3558 |       3558 |                           dns.rdtypes.ANY.TSIG
import time:      5762 |       5762 |                             dns.tsig
import time:      2182 |       7944 |                           dns.renderer
import time:      1787 |       1787 |                               dns.set
import time:      2871 |       4658 |                             dns.rdataset
import time:      2308 |       6965 |                           dns.rrset
import time:      5058 |      86142 |                         dns.message
import time:       874 |        874 |                           dns.grange
import time:      2470 |       2470 |                           dns.node
import time:      1996 |       1996 |                             dns.zonetypes
import time:      1630 |       3626 |                           dns.rdtypes.ANY.ZONEMD
import time:       917 |        917 |                             dns.serial
import time:      2950 |       3866 |                           dns.transaction
import time:      9747 |       9747 |                           dns.zonefile
import time:      5040 |      25621 |                         dns.zone
import time:      1447 |     117580 |                       aioice.mdns
import time:       687 |        687 |                         aioice.utils
import time:      3795 |       4481 |                       aioice.stun
import time:      2316 |       2316 |                       aioice.turn
import time:      3948 |     143599 |                     aioice.ice
import time:       822 |     145710 |                   aioice
import time:     10484 |     156193 |                 aiortc.rtcicetransport
import time:     21453 |      21453 |                 aiortc.stats
import time:     13127 |     430703 |               aiortc.rtcdtlstransport
import time:       618 |        618 |               aiortc.utils
import time:     13268 |     449031 |             aiortc.rtcsctptransport
import time:      4347 |     453378 |           aiortc.rtcdatachannel
import time:      8375 |       8375 |             aiortc.sdp
import time:      1949 |       1949 |                 aiortc.jitterbuffer
import time:      1308 |       3256 |               aiortc.codecs.base
import time:      1400 |       1400 |               aiortc.codecs.g711
import time:       981 |        981 |               aiortc.codecs.g722
import time:      2280 |       2280 |               aiortc.codecs.h264
import time:       931 |        931 |               aiortc.codecs.opus
import time:      1466 |       1466 |               aiortc.codecs.vpx
import time:      2141 |      12451 |             aiortc.codecs
import time:      3000 |       3000 |                 aiortc.rate
import time:      6132 |       9131 |               aiortc.rtcrtpreceiver
import time:      2779 |       2779 |                 aiortc.rtcrtpsender
import time:      1557 |       4335 |               aiortc.rtcrtptransceiver
import time:      2734 |      16199 |             aiortc.events
import time:      3153 |       3153 |             aiortc.rtcsessiondescription
import time:      3660 |      43837 |           aiortc.rtcpeerconnection
import time:      1144 |     517636 |         aiortc
import time:       998 |        998 |           aiortc.contrib
import time:      4717 |       5715 |         aiortc.contrib.media
import time:      6794 |     530144 |       fastrtc.tracks
import time:      7758 |     537901 |     fastrtc.reply_on_pause
import time:      1720 |       1720 |         fastrtc.speech_to_text.stt_
import time:       724 |       2443 |       fastrtc.speech_to_text
import time:      2454 |       4896 |     fastrtc.reply_on_stopwords
import time:      3432 |       3432 |         fastrtc.webrtc_connection_mixin
import time:     81547 |      84979 |       fastrtc.webrtc
import time:      1361 |       1361 |       fastrtc.websocket
import time:      6326 |      92664 |     fastrtc.stream
import time:      7009 |       7009 |       fastrtc.text_to_speech.tts
import time:      1461 |       8470 |     fastrtc.text_to_speech
import time:      2205 |    8025294 |   fastrtc
import time:      4092 |       4092 |   robot_comic.pause_settings
import time:      1413 |       1413 |     robot_comic.audio
import time:      1067 |       2479 |   robot_comic.audio.startup_config
import time:       584 |        584 |       robot_comic.tools
import time:      1504 |       1504 |       robot_comic.tools.tool_constants
import time:      5671 |       7758 |     robot_comic.tools.core_tools
import time:      1061 |       8819 |   robot_comic.conversation_handler
import time:       781 |        781 |     robot_comic.headless_personality
import time:      1326 |       2106 |   robot_comic.headless_personality_ui
import time:      3127 |    8045916 | robot_comic.console
2026-05-14 17:07:56,614 INFO robot_comic.utils:26 | Startup: +12.45s import console
2026-05-14 17:07:56,614 INFO robot_comic.utils:26 | Startup: +12.45s import pause_settings
2026-05-14 17:07:56,615 INFO robot_comic.utils:26 | Startup: +12.45s import core_tools
import time:      1007 |       1007 |   robot_comic.audio.speech_tapper
import time:      1306 |       2312 | robot_comic.audio.head_wobbler
2026-05-14 17:07:56,617 INFO robot_comic.utils:26 | Startup: +12.45s import head_wobbler
2026-05-14 17:07:56,617 INFO robot_comic.utils:26 | Startup: +12.45s robot available
import time:      1694 |       1694 | robot_comic.warmup_audio
2026-05-14 17:07:56,621 INFO robot_comic.warmup_audio:312 | Warmup WAV dispatched: welcome.wav
2026-05-14 17:07:56,622 INFO robot_comic.warmup_audio:26 | Startup: +12.45s warmup wav dispatched
import time:       991 |        991 |     robot_comic.vision
import time:      1449 |       2440 |   robot_comic.vision.head_tracking
import time:      1320 |       3759 | robot_comic.camera_worker
import time:      1107 |       1107 | robot_comic.vision.head_tracking.mediapipe
import time:      1290 |       1290 | reachy_mini_toolbox
import time:       721 |        721 |               google
import time:      1023 |       1744 |             google.protobuf
import time:      1959 |       1959 |             google.protobuf.internal
import time:       405 |        405 |               google.protobuf.internal._api_implementation
import time:      1683 |       1683 |               google.protobuf.message
import time:      1167 |       1167 |               google.protobuf.internal.enum_type_wrapper
import time:       391 |        391 |               google.protobuf.enable_deterministic_proto_serialization
import time:      7562 |      11207 |             google.protobuf.internal.api_implementation
import time:      5130 |      20038 |           google.protobuf.descriptor
import time:      1157 |       1157 |             google.protobuf.descriptor_database
import time:      2727 |       2727 |             google.protobuf.text_encoding
import time:      1217 |       1217 |                 encodings.raw_unicode_escape
import time:      1711 |       1711 |                 encodings.unicode_escape
import time:      6740 |       6740 |                   google.protobuf.internal.containers
import time:      2568 |       2568 |                     google.protobuf.internal.wire_format
import time:      2174 |       4742 |                   google.protobuf.internal.encoder
import time:      1772 |      13254 |                 google.protobuf.internal.decoder
import time:      3864 |       3864 |                 google.protobuf.internal.type_checkers
import time:      1052 |       1052 |                 google.protobuf.unknown_fields
import time:      7898 |      28993 |               google.protobuf.text_format
import time:      1061 |       1061 |               google.protobuf.internal.extension_dict
import time:       667 |        667 |               google.protobuf.internal.message_listener
import time:      1156 |       1156 |                 google.protobuf.internal.field_mask
import time:      2842 |       3997 |               google.protobuf.internal.well_known_types
import time:      2714 |      37430 |             google.protobuf.internal.python_message
import time:      2834 |      44146 |           google.protobuf.descriptor_pool
import time:      1251 |       1251 |             google.protobuf.pyext
import time:       819 |        819 |             google.protobuf.pyext.cpp_message
import time:      2173 |       4242 |           google.protobuf.message_factory
import time:     49237 |     117661 |         mediapipe.python._framework_bindings
import time:      1571 |       1571 |         mediapipe.python.packet_creator
import time:      1753 |       1753 |           google.protobuf.symbol_database
import time:      2963 |       4716 |         mediapipe.python.packet_getter
import time:      1353 |     125299 |       mediapipe.python
import time:      3763 |       3763 |           mediapipe.python.solutions.face_mesh_connections
import time:       820 |        820 |           mediapipe.python.solutions.hands_connections
import time:       450 |        450 |               numpy.core.multiarray
import time:       772 |        772 |               cv2.load_config_py3
import time:       614 |        614 |               cv2.version
import time:      1030 |       1030 |               cv2.mat_wrapper
import time:       612 |        612 |               cv2.misc.version
import time:    166762 |     170236 |             cv2
import time:      3044 |       3044 |                   matplotlib._api.deprecation
import time:      1620 |       4663 |                 matplotlib._api
import time:       801 |        801 |                 matplotlib._version
import time:      1981 |       1981 |                   matplotlib._c_internal_utils
import time:      5011 |       6991 |                 matplotlib.cbook
import time:      1473 |       1473 |                 matplotlib._docstring
import time:      1592 |       1592 |                     matplotlib.backends.registry
import time:       713 |       2305 |                   matplotlib.backends
import time:      2422 |       2422 |                     matplotlib._cm
import time:      3817 |       3817 |                           matplotlib._path
import time:      1666 |       1666 |                             matplotlib.bezier
import time:      3509 |       5175 |                           matplotlib.path
import time:      8202 |      17194 |                         matplotlib.transforms
import time:      5931 |      23125 |                       matplotlib.ticker
import time:      3525 |      26649 |                     matplotlib.scale
import time:      3218 |       3218 |                     matplotlib._image
import time:      3805 |       3805 |                     matplotlib._color_data
import time:     18372 |      54464 |                   matplotlib.colors
import time:      1630 |       1630 |                       pyparsing.warnings
import time:      1835 |       1835 |                       pyparsing.util
import time:      2082 |       2082 |                         pyparsing.unicode
import time:      7665 |       9747 |                       pyparsing.exceptions
import time:      1743 |       1743 |                         pyparsing.results
import time:      2617 |       4360 |                       pyparsing.actions
import time:    287125 |     287125 |                       pyparsing.core
import time:     14186 |      14186 |                       pyparsing.helpers
import time:      8106 |       8106 |                       pyparsing.testing
import time:     33515 |      33515 |                       pyparsing.common
import time:      3230 |     363729 |                     pyparsing
import time:      2540 |     366268 |                   matplotlib._fontconfig_pattern
import time:      4112 |       4112 |                   matplotlib._enums
import time:      3451 |       3451 |                   cycler
import time:      4472 |     435070 |                 matplotlib.rcsetup
import time:      8519 |       8519 |                 matplotlib.ft2font
import time:       582 |        582 |                 dateutil._version
import time:      1814 |       1814 |                   kiwisolver.exceptions
import time:      2309 |       4123 |                 kiwisolver._cext
import time:     13009 |      13009 |                     matplotlib.artist
import time:      6428 |      19437 |                   matplotlib.colorizer
import time:     11927 |      11927 |                   matplotlib._cm_listed
import time:      4537 |       4537 |                   matplotlib._cm_multivar
import time:      4045 |       4045 |                   matplotlib._cm_bivar
import time:     21480 |      61424 |                 matplotlib.cm
import time:     33751 |     557394 |               matplotlib
import time:      1290 |       1290 |                     matplotlib._pylab_helpers
import time:      6293 |       7583 |                   matplotlib.backend_tools
import time:      2606 |       2606 |                             xml
import time:       629 |       3235 |                           xml.parsers
import time:       748 |        748 |                           pyexpat
import time:       624 |       4606 |                         xml.parsers.expat
import time:     35965 |      40571 |                       plistlib
import time:      3727 |       3727 |                         matplotlib._mathtext_data
